사업표준용어명,영문약어,설명,공공도메인,사업도메인,데이터타입,길이,허용값,저장형식,표현형식,이음동의어,출처
저장방법이200만화소이상인CCTV대수,STRG_MTHD_OVER_2MP_COM,"저장방법이 200만화소 이상인 CCTV대수

[영문] Storage Method Over 2 Megapixels Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
기타장비3,ETC_EQPMNT_3,"기타장비3

[영문] Et cetera Equipment 3",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
차원3,DIM_3,,,,,,,,,,D003 ERD-008 C그룹 (resource_stats_unified.dim3)
데이터라벨AI정보일련번호,DATA_LBL_AI_INFO_SN,데이터라벨AI정보 PK,,,N,19,,,,,KLID-저작도구 ERD-010
생성형AI여부,GEN_AI_YN,"생성형 AI가 포함된 데이터인지 여부

[영문] Generative Ai Yes Or No",,여부V1,,,"Y : 여(예), N : 부(아니요)",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
AI유형,AI_TYPE,"AI 사용 유형(AUGMENT/GENAI, DFEAT-016/053). AI(prog:176)+유형(gov:1943).",,,V,20,,,,,KLID-PT D003 ERD-006
AI모델설명,AI_MDL_EXPLN,"AI 모델 설명

[영문] Ai Model Explain",내용V4000,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
AI모델파일,AI_MDL_FILE,"AI 모델이 포함된 파일의 경로 또는 명칭

[영문] Artificial Intelligence Model File",,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
AI생성여부,AI_CRT_YN,"해당 데이터가 인공지능(AI)에 의해 생성되었는지를 나타내는 여부 (Yes 또는 No)

[영문] Ai Creation Yes Or No",,여부V1,,,"Y : 여(예), N : 부(아니요)",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
AI작업아이디,AI_JOB_ID,생성형AI 작업 PK(EVT-015/016). AI(prog:176)+작업(gov:2152)+아이디(gov:1634).,명V20,,,,,,,,KLID-PT D003 ERD-006
AI모델포함여부,AI_MDL_INCL_YN,"AI 모델이 포함되어 있는지 여부를 나타내는 값

[영문] Ai Model Inclusion Yes Or No",,여부V1,,,"Y : 여(예), N : 부(아니요)",,,기관표준 영문약어: LAST_RECV_DT,KLID-BM 표준용어정의서 (2026-05-28 배포)
AI호출이력아이디,AI_CLOT_LOG_ID,AI 호출 이력 FK(→ai_call_logs). augmentation_results.ai_call_log_id.,,,,,,,,,KLID-PT D006 ERD-004
AMS카메라아이디,AMS_CAM_ID,AMS(Intellivix Asset Management System) 측 카메라 식별자. VMS 카메라와의 매핑용,,,V,50,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
외부API키해시,OBND_API_KEY_HASH,"외부 시스템 호출용 API 키의 해시값. 단어 조합: 외부(OBND, program 459) + API(API, program 493) + 키(KEY, program 453) + 해시(HASH, program 454).",명V300,,,,,,,,KLID-2 D001 ERD-005
API토큰,API_TOKEN,관리자 인증/외부 API 호출용 액세스 토큰 (해시 또는 암호화 저장),,,V,255,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
API요청일시,REQ_DT,외부 OpenAPI 호출 요청 발생 일시.,,,D,,,,,,
수신대역폭bps,RCPTN_BNW_BPS,"수신 방향 대역폭 (bps 단위). 단어 조합: 수신(RCV, program 467) + 대역폭(BNW, gov 683) + bps(BPS, program 488).",수N14,,,,,,,,KLID-2 D001 ERD-005
전송대역폭bps,TRSM_BNW_BPS,"전송(송신) 방향 대역폭 (bps 단위). 단어 조합: 전송(TRSM, gov 2270, synonym=송신) + 대역폭(BNW, gov 683) + bps(BPS, program 488).",수N14,,,,,,,,KLID-2 D001 ERD-005
저장방법이미저장인CCTV대수,STRG_MTHD_NOT_SAVED_COM,"저장방법이 미저장인 CCTV 대수

[영문] Storage Method Not Saved Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
도시공원놀이터용CCTV대수,INSTL_PRPS_PARK_CNTOM,"CCTV 설치 목적이 도시공원놀이터인 CCTV 대수

[영문] Installation Purpose Urban Park Playground Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
저장방법이기타인CCTV대수,STRG_MTHD_ETC_COM,"저장방법이 기타인 CCTV 대수

[영문] Storage Method Etcetera Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
저장방법이원본인CCTV대수,STRG_MTHD_ORGNL_COM,"저장방법이 원본인 CCTV 대수

[영문] Storage Method Original Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
교통정보수집용CCTV대수,INSTL_PRPS_TRF_INFO_CNTOM,"CCTV 설치 목적이 교통정보수집인 CCTV 대수

[영문] Installation Purpose Traffic Information Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
쓰레기투기용CCTV대수,INSTL_PRPS_GBG_CNTOM,"CCTV 설치 목적이 쓰레기투기인 CCTV 대수

[영문] Installation Purpose Garbage Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
어린이보호용CCTV대수,INSTL_PRPS_CHD_CNTOM,"CCTV 설치 목적이 어린이보호인 CCTV 대수

[영문] Installation Purpose Child Protection Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
희망교육내용CCTV설치기준여부,CONTENT_CCTV_STD_YN,희망 교육내용 - CCTV설치기준 희망 여부(최대 4 선택). 단어조합 희망(HOPE)+교육(EDU)+내용(CN)+CCTV설치기준(CCTVSTD)+여부(YN). 물리명 content_cctv_std_yn 유지.,,,C,1,"Y,N",,,,발주처 관제인력 교육수요 조사 양식
교통단속용CCTV대수,INSTL_PRPS_TRF_CNTOM,"CCTV 설치 목적이 교통단속인 CCTV 대수

[영문] Installation Purpose Traffic Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
기타목적용CCTV대수,INSTL_PRPS_ETC_CNTOM,"CCTV 설치 목적이 기타목적인 CCTV 대수

[영문] Installation Purpose Et cetera Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
생활방범용CCTV대수,INSTL_PRPS_LIV_CP_CNTOM,"CCTV 설치 목적이 생활방범인 CCTV 대수

[영문] Installation Purpose Living Crime Prevention Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
시설관리용CCTV대수,INSTL_PRPS_FAC_CNTOM,"CCTV 설치 목적이 시설관리인 CCTV 대수

[영문] Installation Purpose Facility Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
재난안전용CCTV대수,INSTL_PRPS_DIS_CNTOM,"CCTV 설치 목적이 재난안전인 CCTV 대수

[영문] Installation Purpose Disaster Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
차량방범용CCTV대수,INSTL_PRPS_VEH_CP_CNTOM,"CCTV 설치 목적이 차량방범인 CCTV 대수

[영문] Installation Purpose Vehicle Crime Prevention Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
화재용CCTV대수,INSTL_PRPS_FIR_CNTOM,"CCTV 설치 목적이 화재인 CCTV 대수

[영문] Installation Purpose Fire Count Of Machines",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
원천CCTV식별자,SRC_CCTV_ID,공개 스냅샷의 원천 자원 CCTV(resource_cctvs.cctv_id) 식별자.,,,N,18,,,,,
자체CCTV관리번호,INTNL_CCTV_MNG_NO,"기관에서 관리하는 CCTV관리 번호

[영문] Internal Cctv Management Number",,명V15,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
표준CCTV관리번호,STD_CCTV_MNG_NO,"표준 CCTV 관리 번호

[영문] Standard Cctv Management Number",,,V,35,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV명,CCTV_NM,"CCTV 장치의 명칭 또는 구분 이름

[영문] Cctv Name",명V300,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV높이,CCTV_HGT,"항목이나 객체의 세로 길이(예: 높이값)

[영문] Cctv Height",,수D5,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV번호,CCTV_NO,"CCTV에 부여된 고유 식별 번호

[영문] Cctv Number",,명V1,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV정보,CCTV_INFO,CCTV ID·위치·소속·각도 등 jsonb.,,,,,,,,,
CCTV형태,ERR_CCTV_SHP,"CCTV의 형태

[영문] Cctv Shape",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV모델명,CCTV_MDL_NM,"CCTV모델명

[영문] Cctv Model Name",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV아이디,CCTV_ID,"CCTV를 식별하기위한 고유 ID

[영문] Cctv Id",,수B20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV제조국,ERR_CCTV_MNFTR_NTN,"CCTV를 제조한 국가명

[영문] Cctv Manufacture Nation",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV제조사,CCTV_MNFTR_CO,"CCTV를 제조한 회사명

[영문] Cctv Manufacture Company",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV줌배율,CCTV_ZOOM_MAG,"CCTV의 줌 배율

[영문] Cctv Zoom Magnification",명V5,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV화소수,CCTV_PXL,"CCTV화소수

[영문] Cctv Pixel",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV관리번호,CCTV_MNG_NO,"CCTV 장비에 부여된 고유 식별 번호

[영문] Cctv Management Number",명V20,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV설치목적,CCTV_INSTL_PRPS,"CCTV가 설치된 이유 또는 목적

[영문] Cctv Installation Purpose",,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV설치연도,CCTV_INSTL_YEAR,CCTV 설치 연도(설치일자에서 연도 4자리).,,,V,4,,,,,
CCTV세부종류,ERR_CCTV_DTL_KND,"CCTV의 세부 분류나 종류 값

[영문] Cctv Detail Kind",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV제조국가,CCTV_MNFTR_NTN,,,,,,,,,,D003 ERD-008 C그룹 (resource_cctvs.cctv_mnftr_ntn)
CCTV촬영시간,CCTV_SHT_HR,"24시간 단위의 CCTV촬영시간

[영문] Cctv Shooting Hour",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV형태코드,CCTV_SHP_CD,"CCTV의 형태를 나타내는 코드

[영문] Cctv Shape Code",,코드V20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV설치년월일,CCTV_INSTL_YMD,"CCTV설치년월일

[영문] Cctv Installation Year Month Day",,연월일V8,,,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV안내판종류,CCTV_INFBD_TYPE,"CCTV 설치안내판 종류

[영문] Cctv Information Board Type",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV오류메시지,ERR_MSG_CCTV,"CCTV오류메시지

[영문] Error Message of Cctv",,내용LT,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV전체행의수,TOTAL_CCTV_ROWS,"CCTV전체행의수

[영문] Total Number of CCTV Rows",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV성공한행의수,SUCCESS_CCTV_ROWS,"CCTV성공한행의수

[영문] Success Number of Cctv Rows",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV세부종류코드,CCTV_DTL_KND_CD,"CCTV의 세부 분류나 종류 값을 나타내는 코드

[영문] Cctv Detail Kind Code",,코드V20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV최초등록일시,CCTV_FST_REG_YMD,"CCTV를 신규로 설치한 년월일

[영문] Cctv First Registration Year Month Day",,연월일V8,,,"YYYY : 0001~9999, MM : 01~12, DD : 01~31",,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV오류가발생한행의수,ERR_CCTV_ROWS,"CCTV오류가발생한행의수

[영문] Error Number of Cctv Rows",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTV업로드실패목록아이디,CCTV_ERR_ID,"폴대 업로드 실패 목록을 식별하기위한 고유 ID

[영문] Cctv Error Id",,수B20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CCTVIP주소,CCTV_IP_ADDR,"CCTV_IP_ADDR

[영문] Cctv Ip Address",명V20,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
CI,CI,PASS 본인인증 Connecting Information. 통신사 간 동일인 식별 코드(ADR-004). CI(gov:6).,,,V,255,,,,,KLID-PT D001 ERD-001 본인인증이력.CI
DI,DI,PASS 본인인증 Duplication Information. 사이트별 중복가입 방지 코드(ADR-004). DI(gov:9).,,,V,255,,,,,KLID-PT D001 ERD-001 본인인증이력.DI
FAQ아이디,FAQ_ID,FAQ PK. FAQ(gov:13)+아이디(gov:1634).,명V20,,,,,,,,KLID-PT D004 ERD-004 FAQ.FAQ아이디
HTTP메서드,HTTP_MTHD,호출 HTTP 메서드(GET/POST 등).,,,V,10,,,,,
전송스케줄ID,TRSM_SCHDL_ID,"전송스케줄의 고유 식별자

[영문] Transmission Schedule Id",,수B20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
클라이언트ID,CLIENT_ID,"협약 클라이언트(키 발급 단위) 식별자. open_api_clients PK, open_api_call_logs FK.",,,N,18,,,,,
정보식별 ID,INFO_IDNTF,"정보 식별을 위한 ID

[영문] INFO_IDNTF_ID",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
호출이력ID,CALL_LOG_ID,외부 OpenAPI 호출 이력 식별자. open_api_call_logs PK.,,,N,18,,,,,
스냅샷ID,SNAPSHOT_ID,공개 스냅샷 레코드 식별자. cctv_open_snapshot PK.,,,N,18,,,,,
챌린지ID,CHLG_ID,"챌린지 고유 식별자

[영문] Challenge Id",,수B20,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
세션ID,SESS_ID,"세션에 대한 고유 식별자

[영문] Session Id",명V200,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
접속ID,ACCS_ID,"시스템에 접속하는 ID 정보

[영문] Access ID",명V20,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
클립ID,CLIP_ID,"클립 영상에 부여된 고유 ID 값

[영문] Clip Id",,식별자V50,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
다운로드자IP,DWNLD_PSN_IP,"로그 파일을 다운로드한 사용자의 IP 주소. 단어 조합: 다운로드(DWNLD, program 492) + 자(PSN, program 485) + IP(IP, program 287).",명V40,,,,,,,,KLID-2 D001 ERD-005
수급서버IP,CLCT_SRVR_IP,"수급서버IP

[영문] Collection Server IP",,명V15,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
중계서버IP,RELY_SRVR__IP,"중계 서버 IP 정보

[영문] Relay Server Ip",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
로그인IP,LGN_IP,관리자 로그인 시도 IP 주소. IPv6 표준 (IPv4-mapped IPv6 포함 최대 45자),,,V,45,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
비상벨IP주소,EMGBELL_IP_ADDR,"비상벨 IP 주소

[영문] Emergency Bell Ip address",,,V,50,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
전광판IP주소,EDB_IP_ADDR,"전광판IP주소

[영문] Electronic Display Board Ip address",,,V,50,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
서버IP,SRVR_IP,"서버에 할당된 IP 주소

[영문] Server Ip",,주소V500,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
접속IP,ACCS_IP,"시스템에 접속한 IP 정보

[영문] Access IP",,명V30,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
호출IP,CALLER_IP,외부 호출자 IP 주소.,,,V,50,,,,,
허용IP목록,IP_ALLOWLIST,협약 클라이언트의 호출 허용 IP 목록(JSONB).,,,V,4000,,,,,
IP주소,IP_ADDR,로그인 시도 IP 주소(IPv4/IPv6). IP(gov:18)+주소(gov:2459).,,,V,45,,,,,KLID-PT D001 ERD-001 로그인이력.IP주소
액세스토큰JTI,ACS_TOKEN_JTI,"JWT 액세스 토큰의 고유 식별자. 단어 조합: 액세스(ACS, program 456) + 토큰(TOKEN, program 419) + JTI(JTI, program 455). 토큰 무효화·재사용 방지.",명V80,,,,,,,,KLID-2 D001 ERD-005
MIME타입,MIME_TYPE,파일 미디어 타입(application/pdf 등). MIME(prog:612)+타입(gov:1943 유형=TYPE).,,,V,100,,,,,KLID-PT D003 ERD-003 notice_attachments.mime_type
수급서버PORT,CLCT_SRVR_PORT,"수급서버PORT

[영문] Collection Server Port",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
중계서버PORT,RELY_SRVR__PORT,"중계 서버 PORT 정보

[영문] Relay Server Port",,수I11,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
서버PORT,SRVR_PORT,"서버 통신에 사용되는 포트 번호

[영문] Server Port",,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
접속PW,ACCS_PW,"시스템에 접속하는 PW 정보

[영문] Access PW",명V20,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
RTSPURL,RTSP_URL,"카메라의 RTSP 스트림 접속 URL. VMS를 거치지 않고 카메라에 직접 접속하는 실시간 스트리밍 주소.

[영문] RTSP URL",명V300,,,,,,,,KLID-2 자체 파생 (RTSP+URL)
TUS세션아이디,TUS_SSN_ID,TUS endpoint 세션 식별자.,,,,,,,,,
저장소URI,STRG_URI,NAS·블롭 저장소 경로 URI.,,,,,,,,,
외부영상URL,OTSD_VDO_URL,외부 AI 완료 응답의 결과 영상 다운로드 URL. genai_jobs.external_video_url,내용V1000,,,,,,,,KLID-2 D007 ERD-007
업로드URL,UPLOAD_URL,TUS 업로드 세션 URL. 관제지원센터가 발급한 업로드 엔드포인트,,,V,1000,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
기반URL,BASE_URL,"기준이 되는 URL. 단어 조합: 기반(BASE, program 622) + URL(URL, gov 35). 중계서버 outbound 호출 기준 주소. ERD varchar(500).",명V300,,,,,,,,KLID-2 D001 ERD-005
메뉴URL,MENU_URL,"해당 메뉴와 연결된 웹 경로 또는 링크 주소

[영문] Menu Url",,,,,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
접속URL,ACCS_URL,"시스템에 접속하는 URL 정보

[영문] Access URL",,,V,50,,,,,KLID-BM 표준용어정의서 (2026-05-28 배포)
출처URL,SRC_URL,,,,,,,,,,D003 ERD-008 C그룹 (gis_layers.src_url)
VLM결과,VLM_RSLT,VLM 분석 결과 본문 jsonb.,,,,,,,,,
VLM점수,VLM_SCR,VLM 분석 점수 0~100. 정탐/오탐 임계값과 비교.,,,,,,,,,
VLM임계값,VLM_THLD,"VLM 점수의 정탐/오탐 판정 임계값. 단어 조합: VLM(VLM, program 479) + 임계값(THLD, program 489). 점수 ≥ 임계값 = 정탐.",수N4,,,,,,,,KLID-2 D001 ERD-005
VLM대상여부,VLM_TARGET_YN,VLM(AI 오탐 검증) 대상 여부. 6종 표준 이벤트만 Y,여부C1,,,,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
VLM상태코드,VLM_STTS_CD,VLM(AI 검증) 처리 상태 코드 (대상/요청중/완료/실패),,,V,10,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
VLM요청일시,VLM_REQ_DT,"VLM 검증 요청을 전송한 일시. TB_VLM_RESULT용.

[영문] VLM Request Datetime",연월일시분초D,,,,,,,,KLID-2 자체 파생 (VLM+요청+일시)
VLM처리일시,VLM_PROC_DT,VLM AI 검증 처리 완료 시각,연월일시분초D,,,,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
VLM요청아이디,VLM_REQ_ID,VLM 검증 요청 식별자 (VLM 서버 발급). 비동기 콜백 매칭용,,,V,50,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
VLM결과일련번호,VLM_RSLT_SN,VLM 검증 결과 행을 식별하는 일련번호 (PK 시퀀스). TB_VLM_RESULT용,일련번호N22,,,,,,,,KLID-2 자체 파생 (VLM+결과+일련번호)
VLM대상추출상태코드,VLM_TGT_EXTR_STTS_CD,일별 VLM 검증 대상 이벤트 추출 상태 코드. 표준화 완료 후 VLM 대상 선별 단계,,,V,10,,,,,KLID-2 ERD 표준용어 일괄 등록 (2026-06-25)
